Player,Tm,Pos,Type,Class,Details
Rod Taylor\TaylRo01,CIN,G,Knee,I-R,Taylor has landed on injured reserve with a torn ACL.
Terrance Mitchell\MitcTe00,CLE,DB,Forearm,out,Mitchell suffered a fractured forearm and is expected to miss an extended period of time.
Lenny Jones\JoneLe00,CLE,DL,Undisclosed,I-R,Jones is on injured reserve due to an unspecified ailment.
Dan Vitale\VitaDa00,CLE,FB,Calf,I-R,Vitale is recovering from a calf injury while on injured reserve.
E.J. Gaines\GainE.00,CLE,DB,Lower Body,questionable,Gaines left the previous game due to a lower-body injury and it is unclear if he will line up against the Ravens on Sunday.
Antonio Callaway\CallAn00,CLE,WR,Lower Body,questionable,Callaway departed the last game due to a lower-body injury and his status is in question for Sunday against the Ravens.
Tyrod Taylor\TaylTy00,CLE,QB,Concussion,questionable,Taylor was held out of the last game with a concussion and it is uncertain if he will be cleared in time for Sunday against the Ravens.
Seth Devalve\DevaSe00,CLE,TE,Hamstring,questionable,DeValve has missed the past three games with a hamstring injury and it is unclear if he will suit up for Sunday against the Ravens.
James Burgess\BurgJa01,CLE,LB,Leg,questionable,Burgess Jr. sat out the previous game due to a right lower-leg injury and it is unknown if he will play on Sunday against the Ravens.
Jabrill Peppers\PeppJa00,CLE,DB,Lower Body,questionable,Peppers was removed from the previous game due to a lower-body injury and it is unknown if he will suit up against the Ravens on Sunday.
Howard Wilson\WilsHo00,CLE,DB,Foot,I-R,Wilson is on the injured reserve list due to patellar tendon surgery.
Ricardo Louis\LouiRi00,CLE,WR,Neck,I-R,Louis has landed on the injured reserve list due to neck surgery.
Kenny Moore\MoorKe03,IND,CB,Concussion,questionable,Moore II has been entered into the league's concussion protocol and it is unknown if he will be cleared in time for Thursday's game against the Patriots.
Marlon Mack\MackMa00,IND,RB,Foot,questionable,Mack is dealing with foot and hamstring injuries and it is not known if he will be available for Thursday's game against the Patriots.
Darius Leonard\LeonDa00,IND,LB,Ankle,questionable,Leonard has an ankle injury and it is undetermined if he will be in the lineup against the Patriots on Thursday.
Quincy Wilson\WilsQu01,IND,CB,Concussion,questionable,Wilson missed his last two games due to concussion-like symptoms and it is unclear if he will suit up Thursday against the Patriots.
Jack Doyle\DoylJa00,IND,TE,Hip,questionable,Doyle missed his last two games with a hip injury and it is unclear if he will play Thursday against the Patriots.
Hassan Ridgeway\RidgHa00,IND,DT,Calf,questionable,Ridgeway missed his last two games with a calf injury and it is unclear if he will be available for Thursday's contest against the Patriots.
Anthony Castonzo\CastAn00,IND,T,Hamstring,questionable,Castonzo has sat out the previous four games with a hamstring injury and his availability for Thursday's matchup against the Patriots is in question.
Joe Haeg\HaegJo00,IND,T,Ankle,I-R,Haeg is dealing with an ankle injury and has landed on the injured reserve list. It is unclear if he will be activated in time for Week 11 against the Titans.
Ronald Martin\MartRo01,IND,S,Shoulder,I-R,Martin has been placed on injured reserve due to a shoulder injury.
Robert Jackson\JackRo00,IND,CB,Concussion,I-R,Jackson is on injured reserve with a concussion.
James Wright\WrigJa03,IND,WR,Knee,I-R,Wright has reverted to the injured reserve list after passing through waivers with a knee injury.
J'Marcus Webb\WebbJM20,IND,T,Hamstring,I-R,Webb is on the injured reserve list due to a hamstring injury.
Johnathan Calvin\CalvJo00,IND,DT,Undisclosed,I-R,Calvin has landed on the injured reserve list with an unspecified injury.
Brad Kaaya\KaayBr00,IND,QB,Back,I-R,Kaaya is on injured reserve with a back injury.
Ross Travis\TravRo00,IND,TE,Knee,I-R,Travis has been designated for injured reserve due to a torn ACL.
Tyquan Lewis\LewiTy00,IND,DT,Foot,I-R,Lewis is on injured reserve while dealing with a foot injury and is expected to miss the first eight weeks of the season.
Adam Vinatieri\vinatada01,IND,K,Groin,questionable,Vinatieri is hobbled by a groin injury and it is unclear if it will hinder his availability against the Patriots on Thursday.
T.Y. Hilton\HiltT.00,IND,WR,Hamstring,doubtful,Hilton exited the last game due to hamstring and chest injuries. He is unlikely to be available Thursday against the Patriots.
Ryan Kelly\KellRy00,IND,C,Hand,questionable,Kelly is tending to a hand injury and it is uncertain if it will prevent him from playing against the Patriots on Thursday.
Nate Hairston\HairNa00,IND,CB,Ankle,questionable,Hairston has an ankle injury and it is unknown if he will be in Thursday's lineup against the Patriots.
Clayton Geathers\GeatCl00,IND,S,Knee,questionable,Geathers was confined to a limited role in practice due to a knee injury and it is undetermined if he will be active for Thursday's matchup against the Patriots.
Deon Cain\CainDe00,IND,WR,Knee,I-R,Cain has landed on injured reserve as he suffered a torn ACL.
Jonathan Owens\OwenJo01,ARI,S,Knee,I-R,Owens is on injured reserve with a knee ailment.
Gabe Martin\MartGa00,ARI,LB,Achilles,I-R,Martin is recovering from an Achilles injury while on injured reserve.
Jeremy Cash\CashJe00,ARI,LB,Knee,I-R,Cash is on injured reserve due to a knee injury.
Arthur Moats\MoatAr00,ARI,DE,Knee,I-R,Moats is on the injured reserve list with a sprained MCL in his knee and will remain on the IR until at least Week 10 against the Chiefs.
Andre Smith\SmitAn23,ARI,OL,Elbow,probable,Smith has sat out the past three games due to an elbow injury but is likely to return to the lineup Sunday against the 49ers.
Larry Fitzgerald\FitzLa00,ARI,WR,Hamstring,questionable,Fitzgerald has a hamstring injury and it is unknown if he will play against the 49ers on Sunday.
Sam Bradford\BradSa00,ARI,QB,Pectoral,questionable,Bradford missed the last game due to a pectoral injury and it is unclear if he will be available against the 49ers on Sunday.
Bene Benwikere\BenwBe00,ARI,CB,Spine,questionable,Benwikere is dealing with a spine injury and it is unknown if he will suit up Sunday against the 49ers.
D.J. Foster\FostD.01,ARI,RB,Knee,I-R,Foster has been placed on injured reserve after he tore his ACL and MCL in his knee.
A.Q. Shipley\ShipA.20,ARI,OL,Knee,I-R,Shipley is on injured reserve after suffering a torn right ACL.
Travis Frederick\FredTr00,DAL,C,Illness,out,Frederick has been diagnosed with a condition known as Guillain Barre Syndrome that impacts the autoimmune system. He is expected to miss an extended period of time.
Datone Jones\JoneDa03,DAL,DE,Hamstring,I-R,Jones has landed on the injured reserve list due to a hamstring injury.
Sean Lee\LeexSe99,DAL,LB,Hamstring,out,Lee suffered a substantial hamstring injury and is likely to need two-to-four weeks to heal.
Parker Ehinger\EhinPa00,DAL,G,Knee,I-R,Ehinger is on injured reserve with a knee injury and it is yet to be determined if he will be activated against the Titans in Week 9.
Noah Brown\BrowNo00,DAL,WR,Hamstring,I-R,Brown has been designated for injured reserve with a hamstring injury and it is undetermined if he will make his season debut against the Titans in Week 9.
Jeff Heath\HeatJe00,DAL,S,Stinger,probable,Heath departed the previous game due to a stinger but it is likely he will line up against the Texans on Sunday.
Antwaun Woods\WoodAn02,DAL,DT,Calf,questionable,Woods left the last game with an injured calf and it is unclear if he will play on Sunday against the Texans.
Ezekiel Elliott\ElliEz00,DAL,RB,Knee,probable,Elliott is expected to suit up against the Texans on Sunday despite knee bursitis and ankle soreness.
Maliek Collins\CollMa00,DAL,DT,Knee,questionable,Collins has missed the last two games due to a knee injury and it is unknown if he will be available against the Texans on Sunday.
Tavon Austin\AustTa00,DAL,WR,Shoulder,questionable,Austin departed the previous game due to shoulder injury and it is undetermined if he will line up against the Texans on Sunday.
Jameill Showers\ShowJa01,DAL,S,Knee,I-R,Showers is on injured reserve due to a torn ACL.
Marcus Martin\MartMa01,DAL,G,Toe,I-R,Martin has been designated for the injured reserve list due to a ligament tear in his right big toe.
Cedrick Wilson\WilsCe01,DAL,WR,Shoulder,I-R,Wilson is on the injured reserve list due to a torn labrum in his shoulder and it is unclear if he will be activated during Week 9 against the Titans.
Deiontrez Mount\MounDe00,DEN,LB,Achilles,I-R,Mount has landed on injured reserve with an Achilles injury.
Su'a Cravens\CravSu00,DEN,S,Knee,I-R,Cravens is on the injured reserve list with a knee injury and will have to sit out at least the first eight weeks of the season.
Jerrol Garcia-Williams\GarcJe01,DEN,LB,Knee,I-R,Garcia-Williams is on the injured reserve list due to a torn ACL.
Jordan Taylor\TaylJo01,DEN,WR,Hip,I-R,Taylor is on the active PUP list as he is recovering from hip surgery and it is unclear if he will be available Week 7 against the Cardinals.
Troy Fumagalli\FumaTr00,DEN,TE,Groin,I-R,Fumagalli is dealing with a groin injury and has landed on the injured reserve list and it is unclear if he will be activated in time for Week 9 against the Texans.
Jared Veldheer\VeldJa20,DEN,T,Knee,questionable,Veldheer left the last game due to a right knee injury and it is unclear if he will play Sunday against the Jets.
Sam Jones\JoneSa00,DEN,G,Back,questionable,Jones has been held out of the past four games due to a lower-back injury and it is uncertain if he will make his season debut against the Jets during on Sunday.
Marquette King\KingMa00,DEN,P,Lower Body,questionable,King left the last game due to a lower-body injury and it is uncertain if he will be available against the Jets on Sunday.
Chris Harris\HarrCh01,DEN,CB,Undisclosed,questionable,Harris Jr. exited the last game due to an unspecified injury and it is undetermined if he will take part in Sunday's conetst against the Jets.
Tramaine Brock\BrocTr00,DEN,DB,Groin,questionable,Brock sat out the last game with a groin injury and it is unknown if he will suit up against the Jets on Sunday.
Jake Butt\ButtJa00,DEN,TE,Knee,I-R,Butt has been placed on IR after suffering a non-contact torn ACL in his left knee.
Jamal Carter\CartJa02,DEN,S,Hamstring,I-R,Carter has landed on injured reserve due to a substantial hamstring injury.
Andy Jones\JoneAn01,DET,WR,Undisclosed,I-R,Jones has been placed on the active PUP list due to an unspecified ailment and it is uncertain if he will play in Week 7 against the Dolphins.
Quandre Diggs\DiggQu00,DET,DB,Hand,doubtful,Diggs departed the last game due to a broken hand and it is unlikely he will line up against the Packers on Sunday.
Tavon Wilson\WilsTa00,DET,S,Back,questionable,Wilson was lifted from the previous game due to a back injury and it is unclear if he will be available on Sunday against the Packers.
Michael Roberts\RobeMi01,DET,TE,Knee,questionable,Roberts has missed the last two games due to a knee injury and it is uncertain if he will participate on Sunday against the Packers.
T.J. Lang\LangT.20,DET,G,Concussion,questionable,Lang left the last game due to a concussion and it is unclear if he will be cleared in time for Sunday against the Packers.
Ezekiel Ansah\AnsaEz00,DET,DE,Shoulder,questionable,Ansah has been held out of the past three games due to a shoulder injury and it is undetermined if he will return to action against the Packers on Sunday.
Darius Slay\SlayDa00,DET,CB,Lower Body,questionable,Slay exited the previous game due to a lower-body injury and it is unknown if he will play against the Packers on Sunday.
Nick Bawden\BawdNi00,DET,FB,Knee,I-R,Bawden is on the injured reserve list due to a torn ACL.
Steve Longa\LongSt00,DET,LB,Knee,I-R,Longa has landed on injured reserve as he suffered a torn ACL.
Muhammad Wilkerson\WilkMu00,GNB,DL,Ankle,I-R,Wilkerson had surgery to repair a significant ankle injury and has been placed on injured reserve.
Davon House\HousDa00,GNB,CB,Shoulder,I-R,House has landed on injured reserve due to a shoulder injury and it is unknown if he will be activated prior to Week 12 against the Vikings.
Kyle Murphy\MurpKy00,GNB,T,Ankle,I-R,Murphy has landed on the injured reserve list due to an ankle issue.
Trevor Davis\DaviTr03,GNB,WR,Hamstring,I-R,Davis is on injured reserve due to a hamstring injury and it is unknown if he will be activated prior to Week 10 against the Dolphins.
Cole Madison\MadiCo01,GNB,G,Personal,I-R,Madison has been placed on the IR/Did Not Report list as he is away from the team and it is uncertain when he will return.
Jake Kumerow\KumeJa00,GNB,WR,Shoulder,I-R,Kumerow is on injured reserve due to a sprained SC joint and it is undetermined if he will be designated to return for the game against the Patriots in Week 9.
Kevin King\KingKe01,GNB,CB,Groin,questionable,King has missed his past two games with a groin injury and it is undetermined if he will participate on Sunday against the Lions.
Geronimo Allison\AlliGe01,GNB,WR,Concussion,questionable,Allison left the last game to be evaluated for a concussion and it is unclear if he will play on Sunday against the Lions.
Justin McCray\McCrJu00,GNB,G,Shoulder,questionable,McCray has been held out of the previous two games due to a shoulder injury and it is uncertain if he will suit up against the Lions on Sunday.
Randall Cobb\CobbRa00,GNB,WR,Hamstring,questionable,Cobb sat out the previous game due to a hamstring injury and it is unknown if he will be available against the Lions on Sunday.
Jaire Alexander\AlexJa00,GNB,CB,Groin,questionable,Alexander departed the previous game due to a groin injury and it is undetermined if he will line up against the Lions on Sunday.
Jake Ryan\RyanJa00,GNB,LB,Knee,I-R,Ryan is on injured reserve with a torn ACL.
Andre Hal\HalxAn00,HOU,S,Illness,I-R,Hal is on the IR/Non-Football Illness list as his Hodgkin's Lymphoma is in remission. It is unclear if he will be recovered in time for Week 7 against the Jaguars.
Bruce Ellington\ElliBr00,HOU,WR,Hamstring,I-R,Ellington has been placed on the injured reserve list due to an injured hamstring and it is uncertain if he will return against the Titans in Week 12.
Dylan Cole\ColeDy00,HOU,LB,Wrist,I-R,Cole dislocated his wrist and is on injured reserve.
Seantrel Henderson\HendSe00,HOU,T,Ankle,I-R,Henderson has landed on the injured reserve list after undergoing surgery for a broken ankle.
Kevin Johnson\JohnKe04,HOU,CB,Concussion,I-R,Johnson has been placed on injured reserve due to a concussion and it is unknown if he will be activated in time for Week 11 against the Redskins.
Jermaine Kelly\KellJe01,HOU,CB,Undisclosed,I-R,Kelly has been placed on injured reserve with an unspecified ailment and it is uncertain if he will be available against the Broncos in Week 9.
D'Onta Foreman\ForeDO00,HOU,RB,Achilles,I-R,Foreman has been placed on the active PUP list as he is recovering from a torn Achilles and it is undetermined if he will suit up Week 7 against the Jaguars.
Brian Peters\PeteBr00,HOU,LB,Ankle,questionable,Peters was lifted from his last contest with an injured ankle leaving his status for Sunday against the Cowboys up in the air.
Kendall Lamm\LammKe00,HOU,T,Shoulder,questionable,Lamm is dealing with a shoulder injury and his status for Sunday against the Cowboys is unclear.
Senio Kelemete\KeleSe00,HOU,G,Knee,questionable,Kelemete left his last contest with an injured knee and it is unknown if he will participate in Sunday's game against the Cowboys.
Will Fuller\FullWi01,HOU,WR,Hamstring,questionable,Fuller exited his last contest with a hamstring injury and it is unknown if he will be available on Sunday against the Cowboys.
Kayvon Webster\WebsKa00,HOU,CB,Achilles,questionable,Webster has missed the past four games with an Achilles injury and it is unknown if he will be available for Sunday against the Cowboys.
Lamar Miller\MillLa01,HOU,RB,Undisclosed,questionable,Miller has an unspecified injury and it is uncertain if he will suit up against the Cowboys on Sunday.
Aaron Colvin\ColvAa00,HOU,CB,Ankle,out,Colvin is in danger of missing the remainder of the season as he suffered a severe ankle injury.
Cam Robinson\RobiCa00,JAX,OL,Knee,I-R,Robinson has landed on injured reserve after suffering a torn ACL.
Kapron Lewis-Moore\LewiKa00,JAX,DE,Undisclosed,I-R,Lewis-Moore has reverted to the injured reserve list with an unspecified ailment after clearing waivers.
DeAndre Goolsby\GoolDe00,JAX,TE,Undisclosed,I-R,Goolsby is on injured reserve due to an unspecified injury.
Brandon Thomas\ThomBr02,JAX,G,Knee,I-R,Thomas is on injured reserve with a knee injury.
Michael Hughes\HughMi01,JAX,DT,Undisclosed,I-R,Hughes is on injured reserve with an unspecified injury.
Brandon Linder\LindBr00,JAX,OL,Back,questionable,Linder was lifted from his last game with a back injury and it is unknown if he will be available for Sunday's contest against the Chiefs.
D.J. Hayden\HaydDJ00,JAX,CB,Toe,questionable,Hayden has missed the previous two games with a toe injury and it is unknown if he will play against the Chiefs in Sunday's tilt.
Leonard Fournette\FourLe00,JAX,RB,Hamstring,out,Fournette is sidelined with a hamstring injury and there is no timetable for return.
Marqise Lee\LeexMa00,JAX,WR,Knee,I-R,Lee has landed on injured reserve due to ligament damage in his knee.
Step Durham\DurhSt00,KAN,DB,Undisclosed,I-R,Durham has reverted to the injured reserve list with an unspecified injury after clearing waivers.
Tejan Koroma\KoroTe00,KAN,OL,Knee,I-R,Koroma is on injured reserve with an unspecified injury.
J.D. Moore\MoorJ.00,KAN,RB,Undisclosed,I-R,Moore is on injured reserve with an unspecified injury.
Dillon Gordon\GordDi01,KAN,OL,Shoulder,I-R,Gordon is on injured reserve with a shoulder injury.
Byron Pringle\PrinBy00,KAN,WR,Hamstring,I-R,Pringle sustained a hamstring injury and is on the injured reserve list.
Daniel Sorensen\SoreDa01,KAN,DB,Knee,I-R,Sorensen had surgery to repair a tibia fracture and is also recovering from a torn MCL. He is expected to be sidelined for at least the first eight weeks of the season.
Sammy Watkins\WatkSa00,KAN,WR,Hamstring,questionable,Watkins left the previous game due to a hamstring injury and it is unclear if he will play Sunday against the Jaguars.
Dee Ford\FordDe00,KAN,LB,Groin,questionable,Ford exited the last game due to a groin injury and his availability against the Jaguars on Sunday is in question.
Eric Berry\BerrEr99,KAN,DB,Achilles,questionable,Berry has been held out of the previous four games with a bone spur that digs into the Achilles and it is unknown if he will make his season debut Sunday against the Jaguars.
William Hayes\HayeWi99,MIA,DE,Knee,I-R,Hayes is on the injured reserve list due to a torn ACL.
Andre Branch\BranAn00,MIA,DE,Knee,out,Branch sustained a significant knee injury and is likely to miss two-to-four weeks.
Josh Sitton\SittJo20,MIA,G,Shoulder,I-R,Sitton has a torn rotator cuff and has been placed on the injured reserve list.
MarQueis Gray\GrayMa00,MIA,TE,Achilles,I-R,Gray has landed on the injured reserve list with a torn Achilles.
Mike Hull\HullMi01,MIA,LB,Knee,I-R,Hull suffered a left knee injury during the preseason opener and is on the injured reserve list. He will have to sit out at least the first eight games of the season.
Jake Brendel\BrenJa01,MIA,C,Calf,I-R,Brendel is on injured reserve with a calf injury and it is unknown if he will make his season debut against the Jets in Week 9.
DeVante Parker\ParkDe01,MIA,WR,Quadricep,questionable,Parker missed his last game with a quad injury and it is unclear if he will be available Sunday against the Bengals.
Chase Allen\AlleCh02,MIA,LB,Foot,questionable,Allen missed his last game due to a foot injury leaving his status for Sunday against the Bengals up in the air.
Reshad Jones\JoneRe99,MIA,S,Shoulder,questionable,Jones missed his last game with a shoulder injury and it is unclear if he will be able to play Sunday against the Bengals.
A.J. Derby\DerbA.00,MIA,TE,Foot,questionable,Derby missed his last game with a foot injury and it is unknown if he will participate in Sunday's game against the Bengals.
Daniel Kilgore\KilgDa00,MIA,C,Arm,out,Kilgore suffered a season-ending torn triceps muscle.
Bobby McCain\McCaBo01,MIA,CB,Knee,out,McCain sustained an injured knee and is expected to miss two-to-three weeks.
Everson Griffen\GrifEv99,MIN,DE,Personal,out,Griffen is dealing with a personal matter and a knee injury. He will miss an undetermined length of time.
Mack Brown\BrowMa02,MIN,RB,Undisclosed,I-R,Brown has reverted to the injured reserve list with an unspecified ailment after clearing waivers.
Horace Richardson\RichHo00,MIN,CB,Hamstring,I-R,Richardson is on injured reserve with a hamstring injury.
Craig James\JameCr01,MIN,CB,Hamstring,I-R,James has landed on injured reserve with a hamstring injury.
Aviante Collins\CollAv00,MIN,T,Elbow,I-R,Collins is on the injured reserve list due to a right elbow injury.
Johnny Stanton\StanJo02,MIN,FB,Leg,I-R,Stanton has landed on the injured reserve list with a leg injury.
Jabari Price\PricJa00,MIN,TE,Knee,I-R,Price is on the injured reserve list with a knee injury.
Dalvin Cook\CookDa01,MIN,RB,Hamstring,probable,Cook is likely to suit up against the Eagles in Sunday's matchup despite a hamstring injury.
Trae Waynes\WaynTr00,MIN,CB,Concussion,questionable,Waynes departed the previous game with a concussion and it is uncertain if he will be cleared in time for Sunday's contest against the Eagles.
Marcus Sherels\SherMa20,MIN,DB,Ribs,questionable,Sherels has sat out the past two games due to injured ribs and it is uncertain if he will be in the lineup for Sunday's contest against the Eagles.
Xavier Rhodes\RhodXa00,MIN,CB,Calf,questionable,Rhodes was removed from last game due to a cramping in his left calf and it is undetermined if he will play against the Eagles on Sunday.
Kevin McDermott\McDeKe00,MIN,LS,Finger,questionable,McDermott exited the last game due to an injured pinky finger and it is unclear if he will be available against the Eagles on Sunday.
Tom Johnson\JohnTo01,MIN,DT,Ankle,questionable,Johnson missed the last game due to an ankle injury and it is unclear if it will prevent him from suiting up against the Eagles on Sunday.
Anthony Harris\HarrAn01,MIN,S,Hamstring,questionable,Harris sat out the previous game due to an injured hamstring and it is unknown if he will take part in Sunday's matchup against the Eagles.
Kentrell Brothers\BrotKe00,MIN,LB,Suspension,out,Brothers is serving a four-game suspension for violating the league's PED policy but is expected to make his season debut against the Eagles on Sunday.
Hercules Mata'afa\MataHe00,MIN,DE,Knee,I-R,Mata'afa is on the injured reserve list due to a torn ACL.
Ade Aruna\ArunAd00,MIN,DE,Knee,I-R,Aruna has landed on injured reserve due to a torn ACL in his right knee.
Nick Easton\EastNi00,MIN,G,Neck,I-R,Easton is on the injured reserve list while recovering from surgery to repair a herniated disc in his neck.
Patrick Robinson\RobiPa99,NOR,CB,Ankle,I-R,Robinson is on the injured reserve list with a broken left ankle and torn ligaments.
Tommylee Lewis\LewiTo00,NOR,WR,Knee,I-R,Lewis is on the injured reserve list due to a knee injury and it is unknown if he will return for Week 11 against the Eagles.
Daniel Lasco\LascDa00,NOR,RB,Neck,I-R,Lasco is on the PUP list with a bulging disc in his neck. Although he will be forced to sit out six weeks he is likely to miss the entire season.
Rickey Jefferson\JeffRi00,NOR,DB,Knee,I-R,Jefferson is on injured reserve with a knee injury.
Travin Dural\DuraTr00,NOR,WR,Arm,I-R,Dural is on injured reserve after having surgery to repair a broken humerus.
Michael Hoomanawanui\HoomMi00,NOR,TE,Neck,I-R,Hoomanawanui is on the injured reserve list due to a neck injury.
Manti Te'o\TeoxMa00,NOR,LB,Knee,questionable,Te'o missed the last game due to a knee injury and it is unclear if he will participate in Monday's contest against the Redskins.
Ja'Whaun Bentley\BentJa00,NWE,LB,Arm,I-R,Bentley has been placed on the injured reserve list with a right arm injury and it is unclear if he will be designated for return against the Jets in Week 12.
Eric Rowe\RoweEr00,NWE,DB,Groin,questionable,Rowe sat out the previous two games due to a groin injury and it is unknown if he will be available for Thursday's game against the Colts.
