Player,Tm,Pos,Type,Class,Details
Rob Gronkowski\GronRo00,NWE,TE,Ankle,questionable,Gronkowski exited his last game with an ankle injury and it is unknown if he will be able to play Thursday against the Colts.
Jacob Hollister\HollJa03,NWE,TE,Chest,questionable,Hollister is dealing with a chest injury and it is unclear if he will appear in Thursday's game against the Colts.
Geneo Grissom\GrisGe00,NWE,DL,Ankle,questionable,Grissom is bothered by an ankle injury and it is unknown if it will prevent him from participating in Thursday's matchup against the Colts.
Rex Burkhead\BurkRe00,NWE,RB,Neck,I-R,Burkhead has landed on injured reserve due to a neck injury. It is unknown if he will be designated for return in Week 12 against the Jets.
Ulrick John\JohnUl00,NWE,OL,Foot,I-R,John has been placed on injured reserve while he is recovering from foot surgery to repair a torn tendon.
Cody Hollister\HollCo026,NWE,WR,Back,I-R,Hollister is on the injured reserve Non-Football Injury list as he had season-ending back surgery.
Darren Andrews\AndrDa01,NWE,WR,Knee,I-R,Andrews reverted back to the injured reserve Non-Football Injury list with a season-ending torn ACL.
Jeremy Hill\HillJe01,NWE,RB,Knee,I-R,Hill has been placed on the injured reserve list as he suffered a torn ACL in his knee.
Duke Dawson\DawsDu00,NWE,DB,Hamstring,I-R,Dawson has been placed on injured reserve with a hamstring injury and it is unclear if he will be activated during Week 9 against the Packers.
Ryan Izzo\IzzoRy00,NWE,TE,Ankle,I-R,Izzo has landed on injured reserve with an ankle injury.
Isaiah Wynn\WynnIs00,NWE,OL,Achilles,I-R,Wynn suffered a torn Achilles and is on the injured reserve list.
Braxton Berrios\BerrBr00,NWE,WR,Undisclosed,I-R,Berrios has landed on injured reserve with an unspecified ailment.
Christian Sam\SamxCh00,NWE,LB,Undisclosed,I-R,Sam has been designated for the injured reserve list with an unspecified injury.
Danny Shelton\ShelDa01,NWE,DL,Elbow,questionable,Shelton is bothered by an elbow injury leaving his status up in the air against the Colts on Thursday.
Brandon King\KingBr02,NWE,LB,Foot,questionable,King is tending to a foot injury and it is uncertain if it will hinder his availability against the Colts on Thursday.
Josh Gordon\GordJo02,NWE,WR,Hamstring,questionable,Gordon is dealing with a lingering hamstring injury and it is undetermined if he will be in Thursday's lineup against the Colts.
Adam Butler\ButlAd00,NWE,DL,Knee,questionable,Butler departed the last game due to a knee injury and his status for Thursday's matchup against the Colts is in question.
Elandon Roberts\RobeEl00,NWE,LB,Calf,questionable,Roberts left the previous game due to a calf injury and it is uncertain if he will suit up Thursday against the Colts.
Evan Engram\EngrEv00,NYG,TE,Knee,out,Engram exited the previous game with a sprained MCL and will be held out of action for two-to-four weeks.
Jon Halapio\HalaJo00,NYG,OL,Ankle,I-R,Halapio is on injured reserve due to fractures to his lower leg and ankle.
Jordan Williams\WillJo05,NYG,LB,Hip,I-R,Williams is on injured reserve due to a hip injury.
R.J. McIntosh\McInR.00,NYG,DT,Illness,I-R,McIntosh is on the IR/Non-Football Illness list due to a thyroid condition and it is unknown if he will be activated in time for Week 7 against the Falcons.
Nick Gates\GateNi00,NYG,G,Foot,I-R,Gates has landed on injured reserve due to a foot issue and it is unknown if he will be activated in time for Week 10 against the 49ers.
Olivier Vernon\VernOl00,NYG,LB,Ankle,probable,Vernon has been held out of the past four games with a high-ankle sprain but is on track to make his season debut against the Panthers on Sunday.
Antonio Hamilton\HamiAn01,NYG,CB,Groin,questionable,Hamilton missed the last game with a groin injury and it is uncertain if he will play Sunday against the Panthers.
Cody Latimer\LatiCo00,NYG,WR,Knee,questionable,Latimer sat out the previous game with a knee injury and it is undetermined if he will appear in the lineup against the Panthers on Sunday.
Eli Apple\ApplEl00,NYG,CB,Groin,questionable,Apple has been held out of the previous two games due to a groin injury and it is unknown if he will line up against the Panthers on Sunday.
Jonathan Stewart\StewJo00,NYG,RB,Foot,I-R,Stewart has been placed on injured reserve with a foot injury. He is expected to miss eight weeks.
Paul Perkins\PerkPa00,NYG,RB,Pectoral,I-R,Perkins has been placed on the IR/Non-Football Injury list with a torn pectoral and has no timetable for return.
Sam Beal\BealSa00,NYG,CB,Shoulder,I-R,Beal is on injured reserve with a dislocated shoulder.
Kristjan Sokoli\SokoKr00,NYG,DT,Knee,I-R,Sokoli has been placed on the injured reserve list with a knee injury.
Elijah McGuire\McGuEl00,NYJ,RB,Foot,I-R,McGuire is on the injured reserve list as he had surgery to repair a broken foot and will be forced to sit out the first eight weeks of the season.
Rontez Miles\MileRo00,NYJ,S,Knee,I-R,Miles is on the active PUP list as he is recovering from a torn meniscus and it is unclear if he will be available Week 7 against the Vikings.
Terrelle Pryor\PryoTe00,NYJ,WR,Groin,questionable,Pryor Sr. has a groin injury and it is unclear if he will play against the Broncos in Sunday's contest.
Morris Claiborne\ClaiMo00,NYJ,CB,Stomach,questionable,Claiborne left the last game due to a stomach issue and it is unknown if he will be available Sunday against the Broncos.
Neal Sterling\SterNe00,NYJ,TE,Concussion,questionable,Sterling has missed the last two games with a concussion and it is unknown if he will be cleared for Sunday's matchup against the Broncos.
Charone Peake\PeakCh00,NYJ,WR,Hamstring,questionable,Peake missed the last game due to a hamstring injury and it is unknown if he will play Sunday against the Broncos.
Josh Martin\MartJo02,NYJ,LB,Concussion,I-R,Martin has been designated for injured reserve due to a concussion and it is uncertain if he will return Week 13 against the Titans.
Ben Ijalana\IjalBe00,NYJ,T,Shoulder,I-R,Ijalana has landed on the injured reserve list with a shoulder injury.
Kevin Pamphile\PampKe00,TEN,G,Undisclosed,I-R,Pamphile is on injured reserve due to an unspecified ailment and it is unknown if he will be activated in time for Week 12 against the Texans.
Kalan Reed\ReedKa00,TEN,CB,Foot,I-R,Reed is on the injured reserve list due to a fractured foot.
Devin Ross\RossDe01,TEN,WR,Ankle,I-R,Ross suffered an ankle injury in the final preseason game and is on the injured reserve list.
Delanie Walker\WalkHu00,TEN,TE,Ankle,I-R,Walker has landed on injured reserve as he suffered a fracture and ligament damage to his right ankle.
Johnny Maxey\MaxeJo00,TEN,DL,Ankle,I-R,Maxey is on the injured reserve list with an ankle injury.
Austin Barnard\BarnAu00,TEN,K,Knee,I-R,Barnard has been sent to the injured reserve list due to a knee injury.
Dennis Kelly\KellDe00,TEN,T,Illness,questionable,Kelly has been held out of the past three games with an illness and it is uncertain if he will be able to return Sunday against the Bills.
Blaine Gabbert\GabbBl00,TEN,QB,Concussion,questionable,Gabbert missed his last game with a concussion and it is unknown if he will be cleared in time to play Sunday against the Bills.
Wesley Woodyard\WoodWe20,TEN,LB,Shoulder,questionable,Woodyard left his last game after suffering a shoulder injury and it is unknown if he will be available for Sunday's contest against the Bills.
Adoree' Jackson\JackAd00,TEN,CB,Knee,questionable,Jackson was removed from the previous game due to a knee injury and his status for Sunday's tilt against the Bills is up in the air.
David Fluellen\FlueDa00,TEN,RB,Groin,questionable,Fluellen has sat out the last two games with a groin injury and it is unknown if he will be available for Sunday's clash against the Bills.
Kenny Vaccaro\VaccKe00,TEN,S,Elbow,out,Vaccaro dislocated his elbow and will likely need two-to-four weeks to recover.
Michael Campanaro\CampMi02,TEN,WR,Undisclosed,I-R,Campanaro is on injured reserve due to an unspecified ailment.
Tye Smith\SmitTy01,TEN,CB,Arm,I-R,Smith has landed on the injured reserve with an upper-right arm injury.
Johnathan Cyprien\CyprJo00,TEN,S,Knee,I-R,Cyprien is on injured reserve with a torn ACL.
Nate Palmer\PalmNa01,TEN,LB,Leg,I-R,Palmer is on injured reserve with a left leg injury.
Mike Wallace\WallMi00,PHI,WR,Shin,I-R,Wallace is on the injured reserve list recovering from surgery to repair a fractured fibula. It is unclear if he will be activated for the Week 11 game against the Saints.
Elie Bouka\BoukEl00,PHI,CB,Undisclosed,I-R,Bouka is on injured reserve with an unspecified injury
Mack Hollins\HollMa00,PHI,WR,Groin,I-R,Hollins is on the injured reserve list with a groin injury and is forced to miss the first eight games of the season.
Richard Rodgers\RodgRi00,PHI,TE,Knee,I-R,Rodgers is on injured reserve due to a knee injury and it is undetermined if he will be activated for the game in Week 10 against the Cowboys.
Timmy Jernigan\JernTi00,PHI,DT,Back,I-R,Jernigan has landed on the IR/Non-Football Injury list after having offseason surgery to repair a herniated disc in his back and it is undetermined if he will be activated in time for Week 7 against the Panthers.
Chris Maragos\MaraCh99,PHI,S,Knee,I-R,Maragos has been placed on the active PUP list while recuperating from an injured PCL and it is unknown if he will return Week 7 against the Panthers.
Corey Clement\ClemCo00,PHI,RB,Quadricep,questionable,Clement missed his last outing while dealing with a quadriceps injury and it is unknown if he will participate against the Vikings in Sunday's matchup.
Darren Sproles\SproDa00,PHI,RB,Hamstring,doubtful,Sproles sat out the previous three games due to a hamstring injury and it is unlikely he will suit up for Sunday's clash against the Vikings.
Rodney McLeod\McLeRo00,PHI,S,Knee,I-R,McLeod is on injured reserve after having surgery to repair a torn MCL.
Paul Worrilow\WorrPa00,PHI,LB,Knee,I-R,Worrilow is on the injured reserve list after sustaining an offseason torn ACL.
Ryan Malleck\MallRy02,PIT,TE,Undisclosed,I-R,Malleck is on injured reserve with an unspecified injury.
Keith Kelsey\KelsKe00,PIT,LB,Pectoral,I-R,Kelsey has been placed on the injured reserve list due to a pectoral injury.
Joe Cheek\CheeJo00,PIT,T,Foot,I-R,Cheek is on injured reserve with a foot injury.
Markus Golden\GoldMa00,PIT,DE,Knee,I-R,Golden has landed on injured reserve due to a knee injury.
Trey Johnson\JohnTr08,PIT,DB,Shoulder,I-R,Johnson is on the injured reserve with a shoulder injury.
Olasunkanmi Adeniyi\AdenOl00,PIT,LB,Hamstring,I-R,Adeniyi has been placed on injured reserve due to a hamstring injury and will have to miss the first eight games of the season.
Eli Rogers\RogeEl00,PIT,WR,Suspension,I-R,Rogers is on the active PUP list while recovering from a torn ACL and has also been suspended one game for violating the league's substance abuse policy. It is unclear if he will be able to play in Week 8 against the Browns.
Ryan Shazier\ShazRy00,PIT,LB,Back,I-R,Shazier is on the PUP list as he had spinal stabilization surgery and is expected to miss the entire season.
Mike Hilton\HiltMi01,PIT,CB,Elbow,questionable,Hilton sat out the last game due to a hyperextended right elbow and it is undetermined if he will be available against the Falcons on Sunday.
Nat Berhe\BerhNa00,PIT,S,Pectoral,I-R,Berhe is on injured reserve due to an injury to his pectoral muscle. It is unknown if he will be designated for return against the Chargers in Week 13.
Darrius Heyward-Bey\HeywDa00,PIT,WR,Ankle,questionable,Heyward-Bey left the previous game due to an ankle injury and it is unclear if he will play Sunday against the Falcons.
Morgan Burnett\BurnMo99,PIT,S,Groin,questionable,Burnett has missed the last three games with a groin injury and it is uncertain if he will return against the Falcons on Sunday.
Le'Veon Bell\BellLe00,PIT,RB,Holdout,out,Bell is holding out for a new contract but is likely to return to the team during their Week 7 bye.
Jake McGee\McGeJa01,PIT,TE,Achilles,I-R,McGee has landed on injured reserve due to a torn Achilles.
Jerald Hawkins\HawkJe00,PIT,T,Quadricep,I-R,Hawkins is on the injured reserve list due to offseason surgery to repair a torn quadriceps.
Mike Nugent\nugenmik01,OAK,K,Hip,I-R,Nugent has been placed on injured reserve due to a hip injury and it is uncertain if he will be activated prior to Week 12 against the Ravens.
Chris Warren\WarrCh01,OAK,RB,Knee,I-R,Warren III had surgery to repair a knee injury and is on injured reserve.
Justin Ellis\ElliJu01,OAK,DT,Foot,I-R,Ellis strained ligaments in his foot and is on the injured reserve list. It is undetermined if he will be activated in time for Week 10 against the Chargers.
Andrew DePaola\DePaAn00,OAK,LS,Knee,I-R,DePaola is on injured reserve with a torn ACL.
Tevin Mitchel\MitcTe01,OAK,S,Undisclosed,I-R,Mitchel has landed on injured reserve with an unlisted ailment.
Dexter McDonald\McDoDe02,OAK,CB,Ankle,I-R,McDonald is on the injured reserve list due to an ankle injury.
Obi Melifonwu\MeliOb00,OAK,S,Hip,I-R,Melifonwu is on the injured reserve list due to a hip ailment.
Eddie Vanderdoes\VandEd00,OAK,DT,Knee,I-R,Vanderdoes has been placed on the active PUP list as he recovers from a torn ACL in his left knee and it is unknown if he will suit up against the Colts in Week 8.
Eddy Pineiro\PineEd00,OAK,K,Groin,I-R,Pineiro has been placed on the injured reserve list with a groin injury.
Karl Joseph\JoseKa00,OAK,S,Hamstring,questionable,Joseph sat out the last game with a hamstring injury and it is uncertain if he will play against the Chargers on Sunday.
DeAndre Washington\WashDe00,OAK,RB,Knee,questionable,Washington is recuperating from a knee scope that was conducted during the preseason and it is unclear if he will make his season debut Sunday against the Chargers.
Donald Penn\PennDo20,OAK,T,Leg,questionable,Penn was forced from the previous game due to a leg injury and it is undetermined if he will suit up Sunday against the Chargers.
Nick Nelson\NelsNi00,OAK,CB,Hamstring,questionable,Nelson missed his second-consecutive game with a hamstring injury and it is unknown if he will be available against the Chargers on Sunday.
Ahtyba Rubin\RubiAh99,OAK,DT,Bicep,I-R,Rubin is on the injured reserve list due to a torn biceps.
Aqib Talib\TaliAq99,LAR,CB,Ankle,I-R,Talib is on injured reserve following surgery to repair a high-ankle sprain. It is undetermined if he will be designated for return against the Lions in Week 13.
Mike Thomas\ThomMi04,LAR,WR,Groin,I-R,Thomas has been placed on injured reserve with a groin injury and it is unknown if he will be activated prior to Week 11 against the Chiefs.
Pharoh Cooper\CoopPh00,LAR,WR,Ankle,I-R,Cooper is on injured reserve after sustaining a substantial ankle injury and it is unclear if he will be activated in time for Week 10 against Seahawks.
Garrett Sickels\SickGa00,LAR,LB,Undisclosed,I-R,Sickels has landed on the injured reserve list due to an unspecified injury.
Ogbonnia Okoronkwo\OkorOg00,LAR,LB,Foot,I-R,Okoronkwo is on the active PUP list due to a broken foot and it is uncertain if he will be available Week 7 against the 49ers.
Tyler Higbee\HigbTy00,LAR,TE,Knee,questionable,Higbee left the previous game due to a knee injury and it is unclear if he play Sunday against the Seahawks.
Mark Barron\BarrMa00,LAR,LB,Ankle,questionable,Barron has been held out of the past four games with an ankle injury and it is undetermined if he will make his season debut against the Seahawks on Sunday.
Ramik Wilson\WilsRa00,LAR,LB,Undisclosed,questionable,Wilson exited the last game due to an unspecified injury and it is unknown if he will play against the Seahawks on Sunday.
Jojo Natson\NatsJo00,LAR,WR,Hand,questionable,Natson sat out the last game while recovering from surgery to fix a hand injury and it is uncertain if he will be available Sunday against the Seahawks.
Greg Zuerlein\ZuerGr00,LAR,K,Groin,questionable,Zuerlein suffered a groin injury and it is undetermined if he will return to the lineup against the Seahawks on Sunday.
Dominique Easley\EaslDo00,LAR,LB,Knee,questionable,Easley had surgery to repair a knee injury and it is unclear if he will return during Week 13 against the Lions.
Morgan Fox\FoxxMo00,LAR,DE,Knee,I-R,Fox suffered a torn ACL and has been placed on injured reserve.
Kevin Peterson\PeteKe01,LAR,CB,Knee,I-R,Peterson has been placed on the injured reserve list with a torn ACL.
Maurice Canady\CanaMa00,BAL,CB,Thigh,I-R,Canady has been designated for injured reserve due to an injured thigh and will be forced to miss at least eight weeks of action.
Kenneth Dixon\DixoKe00,BAL,RB,Knee,I-R,Dixon is on injured reserve with a knee injury and it is unclear if he will be activated in time for Week 11 against the Bengals.
Kaare Vedvik\VedvKa00,BAL,P,Upper Body,I-R,Vedvik has landed on the Injured Reserve/Non-Football-Injury list with an upper-body ailment and it is unclear if he will be activated in time for Week 7 against the Saints.
Hayden Hurst\HursHa00,BAL,TE,Foot,probable,Hurst is sidelined with a stress fracture in his foot but it is likely he will rejoin the lineup Sunday against the Browns.
Anthony Averett\AverAn00,BAL,CB,Hamstring,questionable,Averett has missed the last two games due to a hamstring injury and it is unclear if he will be available Sunday against the Browns.
Willie Henry\HenrWi00,BAL,DT,Hernia,questionable,Henry has sat out the previous four games while recovering from surgery to fix an umbilical hernia and it is unknown if he will make his season debut against the Browns on Sunday.
Stanley Jean-Baptiste\JeanSt00,BAL,CB,Forearm,I-R,Jean-Baptiste has been placed on the injured reserve list with a broken arm.
DeShon Elliott\ElliDe02,BAL,S,Forearm,I-R,Elliott has been placed on injured reserve with a broken forearm and is expected to sit out the entire 2018 season.
Greg Senat\SenaGr00,BAL,T,Toe,I-R,Senat has been placed on injured reserve with turf toe.
Jaleel Scott\ScotJa02,BAL,WR,Hamstring,I-R,Scott has landed on injured reserve due to a substantial hamstring injury.
Jaylen Hill\HillJa01,BAL,CB,Knee,I-R,Hill has landed on the PUP list while recovering from a torn ACL and MCL in his right knee. It is unclear if he will be activated in time for Week 7 against the Saints.
Bam Bradley\BradBa00,BAL,LB,Knee,I-R,Bradley has been placed on the PUP list as he heals from a torn ACL from the 2017 season. It is uncertain if he will play in Week 7 against the Saints.
Quincy Adeboyejo\AdebQu00,BAL,WR,Leg,I-R,Adeboyejo has been placed on the PUP list after having surgery to repair an upper-leg muscle and it is unclear if he will suit up against the Saints in Week 7.
Joey Bosa\BosaJo00,LAC,DE,Foot,out,Bosa is sidelined due to a bone bruise in his foot and is likely to be held out of action until at least Week 9 against the Seahawks.
Hunter Henry\HenrHu00,LAC,TE,Knee,I-R,Henry suffered a torn ACL in his right knee and is on the PUP list. It is uncertain if he will return for Week 16 against the Ravens or Week 17 against the Broncos.
Artavis Scott\ScotAr00,LAC,WR,Ankle,I-R,Scott has been placed on injured reserve due to an ankle injury.
Russell Okung\OkunRu20,LAC,T,Groin,questionable,Okung left the previous game due to a groin injury and it is unknown if he will suit up against the Raiders on Sunday.
Joe Barksdale\BarkJo00,LAC,T,Knee,questionable,Barksdale has sat out the past three games with a right knee injury and it is undetermined if he will return Sunday against the Raiders.
Kyzir White\WhitKy00,LAC,LB,Knee,out,White underwent a minor knee procedure and will be out of the lineup against the Raiders for Sunday's matchup.
Travis Benjamin\BenjTr00,LAC,WR,Foot,out,Benjamin will miss an undetermined length of time due to a foot injury.
Jaylen Watkins\WatkJa01,LAC,DB,Knee,I-R,Watkins has been designated for injured reserve due to a torn ACL.
Jason Verrett\VerrJa00,LAC,CB,Achilles,I-R,Verrett has landed on the injured reserve list due to a torn Achilles.
Austin Roberts\RobeAu00,LAC,TE,Knee,I-R,Roberts suffered a torn ACL and is on the injured reserve list.
Will Dissly\DissWi00,SEA,TE,Knee,out,Dissly left the last game with a torn patella in his knee and is likely to miss the remainder of the season.
Ed Dickson\DickEd00,SEA,TE,Groin,I-R,Dickson has landed on the IR/Non-Football Injury list due to a groin injury but is expected to play Week 8 against the Lions.
Amara Darboh\DarbAm00,SEA,WR,Knee,I-R,Darboh has been placed on injured reserve due after having knee surgery.
Jermaine Grace\GracJe00,SEA,LB,Undisclosed,I-R,Grace has been designated for injured reserve due to an unspecified ailment.
Emmanuel Beal\BealEm00,SEA,LB,Undisclosed,I-R,Beal has been placed on the injured reserve list due to an unspecified ailment.
Ricky Ali'ifua\AliiRi00,SEA,DE,Concussion,I-R,Ali'ifua is on injured reserve with a concussion.
T.J. Mutcherson\MutcT.020,SEA,S,Knee,I-R,Mutcherson has landed on injured reserve after passing through waivers with a knee injury.
J.D. McKissic\McKiJ.00,SEA,RB,Foot,I-R,McKissic has landed on injured reserve due to a fracture in his foot and it is undetermined if he will be activated in time for Week 9 against the Chargers.
Jamarco Jones\JoneJa08,SEA,T,Ankle,I-R,Jones had surgery to repair a high-ankle sprain and is on the injured reserve list.
Kam Chancellor\ChanKa99,SEA,S,Neck,I-R,Chancellor has been designated for the PUP list due to a severe neck injury he suffered last season and has not been cleared to play by team doctors. He is expected to miss the entire 2018 season.
K.J. Wright\WrigK.00,SEA,LB,Knee,doubtful,Wright had a knee scope conducted during the preseason and is unlikely to return for Sunday's game against the Rams.
Ethan Pocic\PociEt00,SEA,C,Ankle,questionable,Pocic missed his second-straight game with an ankle injury and it is uncertain if he will suit up against the Rams for Sunday's matchup.
Dion Jordan\JordDi00,SEA,DE,Hip,probable,Jordan sat out the previous game with a hip injury but is likely to be in the lineup against the Rams on Sunday.
Rasheem Green\GreeRa01,SEA,DE,Ankle,questionable,Green missed the last game due to an ankle injury and it is unclear if it will prevent him from being available against the Rams on Sunday.
Chris Carson\CarsCh00,SEA,RB,Hip,probable,Carson was held out of the last game due to a hip injury but is likely to be active against the Rams on Sunday.
Earl Thomas\ThomEa99,SEA,S,Leg,I-R,Thomas is on injured reserve due to a lower-leg fracture.
Mychal Kendricks\KendMy00,SEA,LB,Suspension,out,Kendricks has been suspended for an undetermined length of time due to violating the league's personal conduct policy.
Marcell Harris\HarrMa03,SFO,S,Hamstring,I-R,Harris has landed on injured reserve due to a hamstring injury but is likely to be available Week 9 against the Raiders.
Jimmy Garoppolo\GaroJi00,SFO,QB,Knee,I-R,Garoppolo has been designated for the injured reserve list due to a torn ACL.
Richard Sherman\SherRi00,SFO,CB,Calf,out,Sherman strained his calf and is expected to miss two-to-three weeks to recover.
Kentavius Street\StreKe00,SFO,DL,Knee,I-R,Street has been placed on the IR/Non-Football Injury list as he is recuperating from offseason surgery to fix a torn ACL and is unlikely to play during the 2018 season.
Brock Coyle\CoylBr00,SFO,LB,Concussion,I-R,Coyle has been placed on injured reserve with a broken bone in his back and a concussion.
JP Flynn\FlynJP020,SFO,OL,Knee,I-R,Flynn is on injured reserve with a knee injury.
Dekoda Watson\WatsDe99,SFO,LB,Hamstring,I-R,Watson is on injured reserve with a hamstring injury.
Jerick McKinnon\McKiJe00,SFO,RB,Knee,I-R,McKinnon suffered a torn ACL and is on injured reserve.
Marquise Goodwin\GoodMa00,SFO,WR,Leg,questionable,Goodwin left the previous game due to a leg injury and it is unknown if he will suit up against the Cardinals on Sunday.
Joshua Garnett\GarnJo00,SFO,G,Toe,questionable,Garnett has missed the previous three games with a dislocated toe and it is unclear if he will return against the Cardinals on Sunday.
C.J. Beathard\BeatC.00,SFO,QB,Lower Body,questionable,Beathard was lifted from the previous game due to a lower-body injury and his availability is in question for Sunday's contest against the Cardinals.
Jaquiski Tartt\TartJa00,SFO,S,Shoulder,questionable,Tartt was held out of the past two games due to a shoulder injury and it is unknown if he will be available for Sunday's clash against the Cardinals.
Joe Staley\StalJo20,SFO,T,Knee,doubtful,Staley departed the previous game due to a knee injury and it is unlikely he will play Sunday against the Cardinals.
Dante Pettis\PettDa00,SFO,WR,Knee,out,Pettis left the previous game due to a knee injury and will not partake in Sunday's matchup against the Cardinals.
Mike McGlinchey\McGlMi00,SFO,T,Knee,questionable,McGlinchey exited the last game due to a knee injury and it is uncertain if he will play against the Cardinals on Sunday.
Matt Breida\BreiMa00,SFO,RB,Shoulder,questionable,Breida was removed from the last game due to a shoulder injury and his status is up in the air for Sunday's tilt against the Cardinals.
Solomon Thomas\ThomSo00,SFO,DL,Shoulder,questionable,Thomas has a shoulder injury and it is undetermined if it will prevent him from suiting up against the Cardinals on Sunday.
Erik Magnuson\MagnEr00,SFO,OL,Hamstring,out,Magnuson sustained a strained hamstring and is expected to miss six-to-eight weeks of action.
Beau Allen\AlleBe00,TAM,DT,Foot,questionable,Allen has sat out the previous three games due to a foot injury and it is undetermined if he will suit up against the Falcons during Week 6.
Jordan Whitehead\WhitJo03,TAM,S,Hamstring,questionable,Whitehead missed the last game due to a hamstring injury and it is uncertain if he will play against the Falcons in Week 6.
Chris Conte\ContCh00,TAM,S,Knee,I-R,Conte is on injured reserve due to a torn PCL in his knee and it is uncertain if he will be activated prior to Week 12 against the 49ers.
Vernon Hargreaves\HargVe00,TAM,CB,Shoulder,I-R,Hargreaves is on injured reserve with a torn labrum in his shoulder. The earliest he can be activated is against the Redskins in Week 10.
Maurice Fleming\FlemMa01,TAM,DB,Knee,I-R,Fleming is on injured reserve with a knee injury.
Cole Gardner\GardCo021,TAM,T,Undisclosed,I-R,Gardner has been placed on the injured reserve list with an unspecified ailment.
Stevie Tu'ikolovatu\TuikSt00,TAM,DT,Tricep,I-R,Tu'ikolovatu has been placed on the injured reserve list with a torn triceps.
Mitch Unrein\UnreMi00,TAM,DT,Concussion,I-R,Unrein is on injured reserve with a concussion and is eligible to be activated against the Panthers in Week 9.
Kendell Beckwith\BeckKe00,TAM,LB,Ankle,I-R,Beckwith is on the IR/Non-Football Injury list while he recovers from a fractured ankle and it is unclear if he will be activated in time for Week 7 against the Bengals.
Carlton Davis\DaviCa02,TAM,CB,Groin,questionable,Davis departed the previous game due to a groin injury and it is unknown if he will suit up against the Falcons on Sunday.
O.J. Howard\HowaO.00,TAM,TE,Knee,out,Howard suffered a sprained MCL in his knee and is likely to miss two-to-four weeks.
Sergio Bailey\BailSe00,TAM,WR,Ankle,I-R,Bailey II in on the injured reserve list after having surgery for an ankle injury.
Byron Marshall\MarsBy01,WAS,RB,Ankle,I-R,Marshall is on injured reserve with an ankle injury and will be sidelined for at least the first eight weeks of the season.
Arie Kouandjio\KouaAr00,WAS,G,Quadricep,I-R,Kouandjio is on the injured reserve list due to a torn quadriceps.
Robert Kelley\KellRo00,WAS,RB,Toe,I-R,Kelley has landed on injured reserve due to a toe injury and it is unknown if he will be activated in time for Week 11 against the Texans.
Trey Quinn\QuinTr00,WAS,WR,Ankle,I-R,Quinn has been designated for injured reserve due to a high-ankle sprain.
Cam Sims\SimsCa00,WAS,WR,Ankle,I-R,Sims suffered a high-ankle sprain and is on the injured reserve list as a result.
Joshua Holsey\HolsJo01,WAS,CB,Foot,I-R,Holsey has been placed on the IR/Non-Football Injury list due to an injured foot and is expected to miss the first six games of the season.
Tyler Catalina\CataTy00,WAS,G,Shoulder,I-R,Catalina has been placed on injured reserve after having a procedure performed on his shoulder.
Stacy McGee\McGeSt01,WAS,DL,Abdominal,I-R,McGee is on the active PUP list as he is recovering from offseason core muscle surgery and his status for Week 7 against the Cowboys is unknown.
Morgan Moses\MoseMo00,WAS,T,Concussion,questionable,Moses has been entered into the league's concussion protocol and it is unknown if he will be cleared in time for Monday's game against the Saints.
Trent Williams\WillTr21,WAS,T,Knee,probable,Williams will have a minor knee procedure performed but is likely to be available for Monday's game against the Saints.
Paul Richardson\RichPa01,WAS,WR,Shoulder,questionable,Richardson has a shoulder injury and it is unknown if he will be in the lineup against the Saints on Monday.
Adrian Peterson\PeteAd01,WAS,RB,Ankle,probable,Peterson is expected to suit up for Monday's game against the Saints despite a sprained ankle.
Josh Norman\NormJo01,WAS,CB,Hamstring,questionable,Norman is nursing a hamstring injury and his status for Monday's game against the Saints is in question.
Shawn Lauvao\LauvSh20,WAS,G,Calf,questionable,Lauvao missed his last outing with a calf injury and it is unknown if he will be able to participate in Monday's game against the Saints.
Troy Apke\ApkeTr00,WAS,S,Hamstring,questionable,Apke has missed the previous two games due to a hamstring injury and it is uncertain if he will suit up Monday against the Saints.
Samaje Perine\PeriSa00,WAS,RB,Ankle,questionable,Perine has sat out the last three games with an ankle injury and it is unclear if he will be available for Monday's contest against the Saints.
Derrius Guice\GuicDe00,WAS,RB,Knee,I-R,Guice is on injured reserve with a torn ACL in his left knee.
Manasseh Garner\GarnMa00,WAS,TE,Knee,I-R,Garner has been placed on the injured reserve list with a torn ACL.
Robert Davis\DaviRo00,WAS,WR,Leg,I-R,Davis has been designated for injured reserve after suffering a broken leg and a torn LCL.
