Player,Tm,Pos,Type,Class,Details
Manti Te'o,NOR,LB,Knee,questionable,Te'o has missed the last two games due to a knee injury and it is unclear if he will participate in Week 7 against the Ravens.
Trey Hendrickson,NOR,DE,Illness,questionable,Hendrickson was absent from the lineup during the previous game with an illness and it is undetermined if he will be active Week 7 against the Ravens.
Cameron Tom,NOR,C,Knee,questionable,Tom was held out of the last game with a knee injury and it is uncertain if he will suit up Week 7 against the Ravens.
Marshon Lattimore,NOR,CB,Concussion,questionable,Lattimore left the previous game to be evaluated for a concussion and it is uncertain if he will be cleared in time for Week 7 against the Ravens.
A.J. Klein,NOR,LB,Leg,questionable,Klein exited the last game due to a lower-left leg injury and it has yet to be established is he will play against the Ravens during Week 7.
Ted Ginn,NOR,WR,Knee,questionable,Ginn Jr. sat out the previous game due to a knee injury and it is unknown if he will take the field against the Ravens in Week 7.
Ja'Whaun Bentley,NWE,LB,Arm,I-R,Bentley has been placed on the injured reserve list with a right arm injury and it is unclear if he will be designated for return against the Jets in Week 12.
Rex Burkhead,NWE,RB,Neck,I-R,Burkhead has landed on injured reserve due to a neck injury. It is unknown if he will be designated for return in Week 12 against the Jets.
Ulrick John,NWE,OL,Foot,I-R,John has been placed on injured reserve while he is recovering from foot surgery to repair a torn tendon.
Darren Andrews,NWE,WR,Knee,I-R,Andrews reverted back to the injured reserve Non-Football Injury list with a season-ending torn ACL.
Jeremy Hill,NWE,RB,Knee,I-R,Hill has been placed on the injured reserve list as he suffered a torn ACL in his knee.
Duke Dawson,NWE,DB,Hamstring,I-R,Dawson has been placed on injured reserve with a hamstring injury and it is unclear if he will be activated during Week 9 against the Packers.
Ryan Izzo,NWE,TE,Ankle,I-R,Izzo has landed on injured reserve with an ankle injury.
Braxton Berrios,NWE,WR,Undisclosed,I-R,Berrios has landed on injured reserve with an unspecified ailment.
Isaiah Wynn,NWE,OL,Achilles,I-R,Wynn suffered a torn Achilles and is on the injured reserve list.
Christian Sam,NWE,LB,Undisclosed,I-R,Sam has been designated for the injured reserve list with an unspecified injury.
Geneo Grissom,NWE,DL,Ankle,questionable,Grissom has missed the past two games due to an ankle injury and it is unclear if it will prevent him from participating in Week 7 against the Bears.
Marcus Cannon,NWE,OL,Head,questionable,Cannon departed the previous game with a head injury and his status for Week 7 against the Bears is unknown.
Malcom Brown,NWE,DL,Knee,questionable,Brown sat out the previous game due to a knee injury and it is unknown if he will play Week 7 against the Bears.
John Simon,NWE,DE,Shoulder,questionable,Simon was held out of the last game due to a shoulder injury and it is uncertain if he will suit up against the Bears in Week 7.
Jon Halapio,NYG,OL,Ankle,I-R,Halapio is on injured reserve due to fractures to his lower leg and ankle.
Jordan Williams,NYG,LB,Hip,I-R,Williams is on injured reserve due to a hip injury.
R.J. McIntosh,NYG,DT,Illness,I-R,McIntosh is on the IR/Non-Football Illness list due to a thyroid condition and it is unknown if he will be activated in time for Week 7 against the Falcons.
Nick Gates,NYG,G,Foot,I-R,Gates has landed on injured reserve due to a foot issue and it is unknown if he will be activated in time for Week 10 against the 49ers.
Rhett Ellison,NYG,TE,Foot,questionable,Ellison sat out the previous game with a sore foot and it is uncertain if he will play Week 7 against the Falcons.
Russell Shepard,NYG,WR,Neck,questionable,Shepard missed the last game due to a neck injury and it is unknown if he will take the field against the Falcons in Week 7.
Evan Engram,NYG,TE,Knee,questionable,Engram is sidelined with a sprained MCL and it is unclear if he will return to action Week 7 against the Falcons.
Ray-Ray Armstrong,NYG,LB,Concussion,questionable,Armstrong left the previous game due to a concussion and it is undetermined if he will be cleared in time for Week 7 against the Falcons.
Cody Latimer,NYG,WR,Hamstring,questionable,Latimer exited the last game due to a hamstring injury and his status for Week 7 against the Falcons has yet to be established.
Paul Perkins,NYG,RB,Pectoral,I-R,Perkins is on the IR/Non-Football Injury list with a torn pectoral.
Stacy Coley,NYG,WR,Hamstring,I-R,Coley is on injured reserve with a hamstring injury and is expected to miss the remainder of the 2018 season.
Jonathan Stewart,NYG,RB,Foot,I-R,Stewart has been placed on injured reserve with a foot injury. He is expected to miss eight weeks.
Sam Beal,NYG,CB,Shoulder,I-R,Beal is on injured reserve with a dislocated shoulder.
Kristjan Sokoli,NYG,DT,Knee,I-R,Sokoli has been placed on the injured reserve list with a knee injury.
Elijah McGuire,NYJ,RB,Foot,I-R,McGuire is on the injured reserve list as he had surgery to repair a broken foot and will be forced to sit out the first eight weeks of the season.
Rontez Miles,NYJ,S,Knee,I-R,Miles is on the active PUP list as he is recovering from a torn meniscus and it is unclear if he will be available Week 7 against the Vikings.
Marcus Maye,NYJ,S,Hand,out,Maye sustained a broken thumb and is likely to miss three-to-four weeks.
Quincy Enunwa,NYJ,WR,Ankle,out,Enunwa is expected to miss three-to-four weeks due to a high-ankle sprain.
Buster Skrine,NYJ,CB,Head,questionable,Skrine missed the last game with head injury and his status for Week 7 against the Vikings is unclear.
Terrelle Pryor,NYJ,WR,Groin,questionable,Pryor has a groin injury and it is undetermined if he will line up against the Vikings during Week 7.
Charone Peake,NYJ,WR,Hamstring,questionable,Peake has sat out the past three games due to a hamstring injury and it is unclear if he will play Week 7 against the Vikings.
Kacy Rodgers,NYJ,S,Illness,questionable,Rodgers missed the previous two games due to an illness and it is unclear if he will get back in the lineup for Week 7 against the Vikings.
Kevin Pierre-Louis,NYJ,LB,Foot,questionable,Pierre-Louis missed the last game with a foot injury and it is uncertain if he will be in the lineup Week 7 against the Vikings.
Trumaine Johnson,NYJ,CB,Quadricep,questionable,Johnson was held out of the previous two games due to an injured quadriceps and it is unknown if he will suit up against the Vikings in Week 7.
Josh Martin,NYJ,LB,Concussion,I-R,Martin has been designated for injured reserve due to a concussion and it is uncertain if he will return Week 13 against the Titans.
Ben Ijalana,NYJ,T,Shoulder,I-R,Ijalana has landed on the injured reserve list with a shoulder injury.
Delanie Walker,TEN,TE,Ankle,I-R,Walker has landed on injured reserve as he suffered a fracture and ligament damage to his right ankle.
Johnny Maxey,TEN,DL,Ankle,I-R,Maxey is on the injured reserve list with an ankle injury.
Austin Barnard,TEN,K,Knee,I-R,Barnard has been sent to the injured reserve list due to a knee injury.
Derrick Morgan,TEN,LB,Shoulder,out,Morgan left the last game with a shoulder injury and is expected to miss several weeks.
Wesley Woodyard,TEN,LB,Shoulder,probable,Woodyard has missed the last three games with a shoulder injury but is likely to participate in Week 7 against the Chargers.
Bennie Logan,TEN,DT,Elbow,questionable,Logan was held out of the last game with an elbow injury and it is undetermined if he will be active for Week 7 against the Chargers.
Dennis Kelly,TEN,T,Illness,questionable,Kelly has been held out of the past five games with an illness and it is unclear if he will return Week 7 against the Chargers.
William Compton,TEN,LB,Hamstring,questionable,Compton sat out the previous game due to a hamstring injury and it is uncertain if he will line up against the Chargers during Week 7.
Quinton Spain,TEN,G,Shoulder,questionable,Spain left the last game due to a shoulder injury and it has yet to be established if he will be in the lineup against the Chargers during Week 7.
Kevin Pamphile,TEN,G,Tricep,I-R,Pamphile is on injured reserve due to a triceps injury and it is unknown if he will be activated in time for Week 12 against the Texans.
Kenny Vaccaro,TEN,S,Elbow,out,Vaccaro dislocated his elbow and will likely need two-to-four weeks to recover.
Michael Campanaro,TEN,WR,Undisclosed,I-R,Campanaro is on injured reserve due to an unspecified ailment.
Tye Smith,TEN,CB,Arm,I-R,Smith has landed on the injured reserve with an upper-right arm injury.
Johnathan Cyprien,TEN,S,Knee,I-R,Cyprien is on injured reserve with a torn ACL.
Nate Palmer,TEN,LB,Leg,I-R,Palmer is on injured reserve with a left leg injury.
Mike Wallace,PHI,WR,Shin,I-R,Wallace is on the injured reserve list recovering from surgery to repair a fractured fibula. It is unclear if he will be activated for the Week 11 game against the Saints.
Elie Bouka,PHI,CB,Undisclosed,I-R,Bouka is on injured reserve with an unspecified injury
Mack Hollins,PHI,WR,Groin,I-R,Hollins is on the injured reserve list with a groin injury and is forced to miss the first eight games of the season.
Richard Rodgers,PHI,TE,Knee,I-R,Rodgers is on injured reserve due to a knee injury and it is undetermined if he will be activated for the game in Week 10 against the Cowboys.
Chris Maragos,PHI,S,Knee,I-R,Maragos has been placed on the active PUP list while recuperating from an injured PCL and it is unknown if he will return Week 7 against the Panthers.
Jason Peters,PHI,T,Bicep,out,Peters suffered a torn biceps and will miss an extended period of time.
Haloti Ngata,PHI,DT,Calf,questionable,Ngata has been absent from the lineup during the previous two games due to a calf injury and it is unknown if he will partake in Week 7 against the Panthers.
Corey Graham,PHI,S,Hamstring,questionable,Graham missed the previous game due to a hamstring injury and it is uncertain if he will be available against the Panthers in Week 7.
Darren Sproles,PHI,RB,Hamstring,questionable,Sproles has sat out the previous five games due to a hamstring injury and it is unclear if he will return Week 7 against the Panthers.
Sidney Jones,PHI,CB,Hamstring,questionable,Jones exited the previous game due to a hamstring injury and it is unknown if it will prevent him from playing against the Panthers during Week 7.
Nathan Gerry,PHI,LB,Ankle,questionable,Gerry was held out of the previous game with injuries to his ankle and knee. It has yet to be established if he will face the Panthers in Week 7.
D.J. Alexander,PHI,LB,Quadricep,questionable,Alexander sat out the last game with a quadriceps injury and it is undetermined if he will suit up against the Panthers during Week 7.
Jay Ajayi,PHI,RB,Knee,I-R,Ajayi has landed on the injured reserve list due to a torn ACL in his left knee.
Timmy Jernigan,PHI,DT,Back,I-R,Jernigan has landed on the IR/Non-Football Injury list after having offseason surgery to repair a herniated disc in his back. It is undetermined if he will be activated in time for Week 7 against the Panthers.
Rodney McLeod,PHI,S,Knee,I-R,McLeod is on injured reserve after having surgery to repair a torn MCL.
Paul Worrilow,PHI,LB,Knee,I-R,Worrilow is on the injured reserve list after sustaining an offseason torn ACL.
Ryan Malleck,PIT,TE,Undisclosed,I-R,Malleck is on injured reserve with an unspecified injury.
Keith Kelsey,PIT,LB,Pectoral,I-R,Kelsey has been placed on the injured reserve list due to a pectoral injury.
Joe Cheek,PIT,T,Foot,I-R,Cheek is on injured reserve with a foot injury.
Trey Johnson,PIT,DB,Shoulder,I-R,Johnson is on the injured reserve with a shoulder injury.
Olasunkanmi Adeniyi,PIT,LB,Hamstring,I-R,Adeniyi has been placed on injured reserve due to a hamstring injury and will have to miss the first eight games of the season.
Ryan Shazier,PIT,LB,Back,I-R,Shazier is on the PUP list as he had spinal stabilization surgery and is expected to miss the entire season.
Eli Rogers,PIT,WR,Suspension,I-R,Rogers is on the active PUP list while recovering from a torn ACL and has also been suspended one game for violating the league's substance abuse policy. It is unclear if he will be able to play in Week 8 against the Browns.
Le'Veon Bell,PIT,RB,Holdout,out,Bell is holding out for a new contract and it is undetermined when he will return to the team.
Darrius Heyward-Bey,PIT,WR,Ankle,questionable,Heyward-Bey sat out the previous game due to an ankle injury and it is unknown if he will be active for Week 8 against the Browns.
L.J. Fort,PIT,LB,Ankle,questionable,Fort was held out of the last game due to an ankle injury and it is uncertain if he will play Week 8 against the Browns.
Morgan Burnett,PIT,S,Groin,questionable,Burnett has missed the last five games with a groin injury and it is unclear if he will return for Week 8 against the Browns.
Nat Berhe,PIT,S,Pectoral,I-R,Berhe is on injured reserve due to an injury to his pectoral muscle. It is unknown if he will be designated for return against the Chargers in Week 13.
Jake McGee,PIT,TE,Achilles,I-R,McGee has landed on injured reserve due to a torn Achilles.
Jerald Hawkins,PIT,T,Quadricep,I-R,Hawkins is on the injured reserve list due to offseason surgery to repair a torn quadriceps.
Mike Nugent,OAK,K,Hip,I-R,Nugent has been placed on injured reserve due to a hip injury and it is uncertain if he will be activated prior to Week 12 against the Ravens.
Chris Warren,OAK,RB,Knee,I-R,Warren III had surgery to repair a knee injury and is on injured reserve.
Justin Ellis,OAK,DT,Foot,I-R,Ellis strained ligaments in his foot and is on the injured reserve list. It is undetermined if he will be activated in time for Week 10 against the Chargers.
Andrew DePaola,OAK,LS,Knee,I-R,DePaola is on injured reserve with a torn ACL.
Obi Melifonwu,OAK,S,Hip,I-R,Melifonwu is on the injured reserve list due to a hip ailment.
Tevin Mitchel,OAK,S,Undisclosed,I-R,Mitchel has landed on injured reserve with an unlisted ailment.
Dexter McDonald,OAK,CB,Ankle,I-R,McDonald is on the injured reserve list due to an ankle injury.
Eddie Vanderdoes,OAK,DT,Knee,I-R,Vanderdoes has been placed on the active PUP list as he recovers from a torn ACL in his left knee and it is unknown if he will suit up against the Colts in Week 8.
Eddy Pineiro,OAK,K,Groin,I-R,Pineiro has been placed on the injured reserve list with a groin injury.
Derek Carr,OAK,QB,Shoulder,probable,Carr was lifted from the last game due to a left shoulder injury but is likely to return for Week 8 against the Colts.
DeAndre Washington,OAK,RB,Knee,questionable,Washington is recuperating from a knee scope and it is unclear if he will make his season debut Week 8 against the Colts.
Amari Cooper,OAK,WR,Concussion,questionable,Cooper has been placed into the league's concussion protocol and it is unknown if he will be cleared for Week 8 against the Colts.
Martavis Bryant,OAK,WR,Hamstring,questionable,"Bryant sustained a hamstring injury, leaving his availability for Week 8 against the Colts up in the air."
Kelechi Osemele,OAK,G,Knee,questionable,Osemele missed the previous two games due to a knee injury and it is uncertain if he will play Week 8 against the Colts.
Nick Nelson,OAK,CB,Hamstring,questionable,Nelson missed his fourth-consecutive game with a hamstring injury and it is unknown if he will be in Week 8's lineup against the Colts.
Karl Joseph,OAK,S,Hamstring,questionable,Joseph has sat out the past three games with a hamstring injury and it is uncertain if he will play against the Colts during Week 8.
Jon Feliciano,OAK,G,Ribs,questionable,Feliciano left the last game with injured ribs and it is unknown if he will participate in Week 8 against the Colts.
Frostee Rucker,OAK,DT,Neck,questionable,Rucker missed the last game due to a neck injury and it is undetermined if he will partake in Week 8's contest against the Colts.
Seth Roberts,OAK,WR,Concussion,questionable,Roberts has been entered into the league's concussion protocol and it is undetermined if he will be cleared for Week 8 against the Colts.
Bruce Irvin,OAK,DE,Leg,questionable,Irvin departed the last game due to a left leg injury and it is undetermined if he will be available for Week 8 against the Colts.
Donald Penn,OAK,T,Leg,I-R,Penn suffered a leg injury and is on injured reserve. It is undetermined if he will be designated for return against the Chiefs in Week 13.
Ahtyba Rubin,OAK,DT,Bicep,I-R,Rubin is on the injured reserve list due to a torn biceps.
Aqib Talib,LAR,CB,Ankle,I-R,Talib is on injured reserve following surgery to repair a high-ankle sprain. It is undetermined if he will be designated for return against the Lions in Week 13.
Mike Thomas,LAR,WR,Groin,I-R,Thomas has been placed on injured reserve with a groin injury and it is unknown if he will be activated prior to Week 11 against the Chiefs.
Pharoh Cooper,LAR,WR,Ankle,I-R,Cooper is on injured reserve after sustaining a substantial ankle injury and it is unclear if he will be activated in time for Week 10 against Seahawks.
Garrett Sickels,LAR,LB,Undisclosed,I-R,Sickels has landed on the injured reserve list due to an unspecified injury.
Ogbonnia Okoronkwo,LAR,LB,Foot,I-R,Okoronkwo is on the active PUP list due to a broken foot and it is uncertain if he will be available Week 7 against the 49ers.
Rodger Saffold,LAR,G,Knee,probable,Saffold was forced from the last game due to a knee injury but is likely to play Week 7 against the 49ers.
Cooper Kupp,LAR,WR,Leg,doubtful,Kupp exited the last game due to a MCL sprain in his left knee and is not expected to be available for Week 7 against the 49ers.
Michael Brockers,LAR,DL,Upper Body,probable,Brockers departed the previous game due to an upper-body injury but is expected to suit up against the 49ers during Week 7.
Matt Longacre,LAR,LB,Back,probable,Longacre left the previous game due to a back injury but is likely to take the field against the 49ers in Week 7.
Greg Zuerlein,LAR,K,Groin,questionable,Zuerlein is recuperating a groin injury and it is unclear if he will return to the lineup against the 49ers in Week 7.
Dominique Easley,LAR,LB,Knee,I-R,Easley has landed on injured reserve while recovering from surgery to repair a knee injury and it is unclear if he will return during Week 13 against the Lions.
Morgan Fox,LAR,DE,Knee,I-R,Fox suffered a torn ACL and has been placed on injured reserve.
Kevin Peterson,LAR,CB,Knee,I-R,Peterson has been placed on the injured reserve list with a torn ACL.
Maurice Canady,BAL,CB,Thigh,I-R,Canady has been designated for injured reserve due to an injured thigh and will be forced to miss at least eight weeks of action.
Kenneth Dixon,BAL,RB,Knee,I-R,Dixon is on injured reserve with a knee injury and it is unclear if he will be activated in time for Week 11 against the Bengals.
Kaare Vedvik,BAL,P,Upper Body,I-R,Vedvik has landed on the Injured Reserve/Non-Football-Injury list with an upper-body ailment and it is unclear if he will be activated in time for Week 7 against the Saints.
Alex Lewis,BAL,G,Neck,doubtful,Lewis departed the last game due to a neck injury and will likely not play against the Saints in Week 7.
Anthony Averett,BAL,CB,Hamstring,questionable,Averett has missed the past four games due to a hamstring injury and it is unclear if he will return Week 7 against the Saints.
De'Lance Turner,BAL,RB,Hamstring,I-R,Turner has landed on the injured reserve list with a hamstring injury.
Greg Senat,BAL,T,Toe,I-R,Senat has been placed on injured reserve with turf toe.
Stanley Jean-Baptiste,BAL,CB,Forearm,I-R,Jean-Baptiste has been placed on the injured reserve list with a broken arm.
DeShon Elliott,BAL,S,Forearm,I-R,Elliott has been placed on injured reserve with a broken forearm and is expected to sit out the entire 2018 season.
Jaleel Scott,BAL,WR,Hamstring,I-R,Scott has landed on injured reserve due to a substantial hamstring injury.
Jaylen Hill,BAL,CB,Knee,I-R,Hill has landed on the PUP list while recovering from a torn ACL and MCL in his right knee. It is unclear if he will be activated in time for Week 7 against the Saints.
Bam Bradley,BAL,LB,Knee,I-R,Bradley has been placed on the PUP list as he heals from a torn ACL from the 2017 season. It is uncertain if he will play in Week 7 against the Saints.
Quincy Adeboyejo,BAL,WR,Leg,I-R,Adeboyejo has been placed on the PUP list after having surgery to repair an upper-leg muscle and it is unclear if he will suit up against the Saints in Week 7.
Joey Bosa,LAC,DE,Foot,out,Bosa is sidelined due to a bone bruise in his foot and is likely to be held out of action until at least Week 9 against the Seahawks.
Hunter Henry,LAC,TE,Knee,I-R,Henry suffered a torn ACL in his right knee and is on the PUP list. It is uncertain if he will return for Week 16 against the Ravens or Week 17 against the Broncos.
Artavis Scott,LAC,WR,Ankle,I-R,Scott has been placed on injured reserve due to an ankle injury.
Kyzir White,LAC,LB,Knee,questionable,White is recuperating from a minor knee procedure and it is unknown if he will return to the lineup against the Titans during Week 7.
Joe Barksdale,LAC,T,Knee,questionable,Barksdale has sat out the past five games with a right knee injury and it is unclear if he will return Week 7 against the Titans.
Caleb Sturgis,LAC,K,Quadricep,questionable,Sturgis missed the last game due to a quadriceps injury and it is uncertain if he will be available Week 7 against the Titans.
Jatavis Brown,LAC,LB,Groin,questionable,Brown sat out the previous game due to a groin injury and it is undetermined if he will play Week 7 against the Titans.
Travis Benjamin,LAC,WR,Foot,out,Benjamin is expected to miss two-to-three weeks due to a foot injury.
Jaylen Watkins,LAC,DB,Knee,I-R,Watkins has been designated for injured reserve due to a torn ACL.
Jason Verrett,LAC,CB,Achilles,I-R,Verrett has landed on the injured reserve list due to a torn Achilles.
Austin Roberts,LAC,TE,Knee,I-R,Roberts suffered a torn ACL and is on the injured reserve list.
Ed Dickson,SEA,TE,Groin,I-R,Dickson has landed on the IR/Non-Football Injury list due to a groin injury but is expected to play Week 8 against the Lions.
Amara Darboh,SEA,WR,Knee,I-R,Darboh has been placed on injured reserve due after having knee surgery.
Emmanuel Beal,SEA,LB,Undisclosed,I-R,Beal has been placed on the injured reserve list due to an unspecified ailment.
Ricky Ali'ifua,SEA,DE,Concussion,I-R,Ali'ifua is on injured reserve with a concussion.
J.D. McKissic,SEA,RB,Foot,I-R,McKissic has landed on injured reserve due to a fracture in his foot and it is undetermined if he will be activated in time for Week 9 against the Chargers.
Jamarco Jones,SEA,T,Ankle,I-R,Jones had surgery to repair a high-ankle sprain and is on the injured reserve list.
Kam Chancellor,SEA,S,Neck,I-R,Chancellor has been designated for the PUP list due to a severe neck injury he suffered last season and has not been cleared to play by team doctors. He is expected to miss the entire 2018 season.
Doug Baldwin,SEA,WR,Elbow,questionable,Baldwin is dealing with an elbow injury and his status for Week 8 against the Lions is unclear.
Nick Vannett,SEA,TE,Back,probable,Vannett has a back injury and will not be active for Sunday's game against the Raiders.
C.J. Prosise,SEA,RB,Abdominal,questionable,Prosise was held out of the previous two games with an abdominal injury undetermined if he will partake in Week 8 against the Lions.
Tre Flowers,SEA,CB,Ankle,questionable,Flowers left the last game due to a right ankle injury and it is uncertain if he will participate in Week 8's game against the Lions.
Dion Jordan,SEA,DE,Knee,questionable,Jordan missed the last game with a knee injury and it is unknown if he will be available for Week 8 against the Lions.
Rasheem Green,SEA,DE,Ankle,questionable,Green has sat out the past three games due to an ankle injury and it is uncertain if he will be available against the Lions during Week 8.
K.J. Wright,SEA,LB,Knee,out,Wright had a knee scope conducted during the preseason and is not expected to return until Week 8 against the Lions.
Mychal Kendricks,SEA,LB,Suspension,out,Kendricks has been suspended for an undetermined length of time due to violating the league's personal conduct policy.
Earl Thomas,SEA,S,Leg,I-R,Thomas is on injured reserve due to a lower-leg fracture.
Will Dissly,SEA,TE,Knee,I-R,Dissly has been placed on injured reserve with a torn patella in his knee.
Marcell Harris,SFO,S,Hamstring,I-R,Harris has landed on injured reserve due to a hamstring injury but is likely to be available Week 9 against the Raiders.
Jimmy Garoppolo,SFO,QB,Knee,I-R,Garoppolo has been designated for the injured reserve list due to a torn ACL.
Kentavius Street,SFO,DL,Knee,I-R,Street has been placed on the IR/Non-Football Injury list as he is recuperating from offseason surgery to fix a torn ACL and is unlikely to play during the 2018 season.
Brock Coyle,SFO,LB,Concussion,I-R,Coyle has been placed on injured reserve with a broken bone in his back and a concussion.
Dekoda Watson,SFO,LB,Hamstring,I-R,Watson is on injured reserve with a hamstring injury.
Jerick McKinnon,SFO,RB,Knee,I-R,McKinnon suffered a torn ACL and is on injured reserve.
Trent Taylor,SFO,WR,Back,questionable,Taylor missed the last game due to a back injury and it is undetermined if he will take the field against the Rams during Week 7.
Dante Pettis,SFO,WR,Knee,questionable,Pettis has been held out of the previous two games due to a knee injury and it is uncertain if he will partake in Week 7 against the Rams.
Joshua Garnett,SFO,G,Toe,questionable,Garnett missed his fifth-straight game with a dislocated toe and it is unknown if he will return to action against the Rams in Week 7.
Adrian Colbert,SFO,DB,Head,questionable,Colbert exited the previous game due to a head injury and it is unknown if he will be available for Week 7 against the Rams.
Tarvarius Moore,SFO,DB,Knee,questionable,Moore left the previous game due to a knee injury and it is unclear if he will play Week 7 against the Rams.
Erik Magnuson,SFO,OL,Hamstring,out,Magnuson is sidelined with a strained hamstring and it is unclear when he will return to the lineup.
Chris Conte,TAM,S,Knee,I-R,Conte is on injured reserve due to a torn PCL in his knee and it is uncertain if he will be activated prior to Week 12 against the 49ers.
Vernon Hargreaves,TAM,CB,Shoulder,I-R,Hargreaves is on injured reserve with a torn labrum in his shoulder. The earliest he can be activated is against the Redskins in Week 10.
Stevie Tu'ikolovatu,TAM,DT,Tricep,I-R,Tu'ikolovatu has been placed on the injured reserve list with a torn triceps.
Maurice Fleming,TAM,DB,Knee,I-R,Fleming is on injured reserve with a knee injury.
Mitch Unrein,TAM,DT,Concussion,I-R,Unrein is on injured reserve with a concussion and is eligible to be activated against the Panthers in Week 9.
Kendell Beckwith,TAM,LB,Ankle,I-R,Beckwith is on the IR/Non-Football Injury list while he recovers from a fractured ankle and it is unclear if he will be activated in time for Week 7 against the Bengals.
Demar Dotson,TAM,T,Knee,questionable,Dotson missed the last game with an injured knee and it is unknown if he will be available for Week 7 against the Browns.
Marcus Williams,TAM,CB,Hamstring,I-R,Williams has been placed on injured reserve due to a hamstring injury and it is uncertain if he will be activated in time for Week 14 against the Saints.
Gerald McCoy,TAM,DT,Calf,questionable,"McCoy left the last game due to a calf injury, leaving his status for Week 7 against the Browns up in the air."
Carlton Davis,TAM,CB,Groin,questionable,Davis missed the previous game due to a groin injury and it is unknown if he will suit up against the Browns during Week 7.
Ryan Smith,TAM,CB,Concussion,questionable,Smith has been entered in the league's concussion protocol and it is undetermined if he will be cleared for Week 7 against the Browns.
Sergio Bailey,TAM,WR,Ankle,I-R,Bailey II in on the injured reserve list after having surgery for an ankle injury.
Arie Kouandjio,WAS,G,Quadricep,I-R,Kouandjio is on the injured reserve list due to a torn quadriceps.
Robert Kelley,WAS,RB,Toe,I-R,Kelley has landed on injured reserve due to a toe injury and it is unknown if he will be activated in time for Week 11 against the Texans.
Byron Marshall,WAS,RB,Ankle,I-R,Marshall is on injured reserve with an ankle injury and will be sidelined for at least the first eight weeks of the season.
Trey Quinn,WAS,WR,Ankle,I-R,Quinn has been designated for injured reserve due to a high-ankle sprain.
Cam Sims,WAS,WR,Ankle,I-R,Sims suffered a high-ankle sprain and is on the injured reserve list as a result.
Tyler Catalina,WAS,G,Shoulder,I-R,Catalina has been placed on injured reserve after having a procedure performed on his shoulder.
Stacy McGee,WAS,DL,Abdominal,I-R,McGee is on the active PUP list as he is recovering from offseason core muscle surgery and his status for Week 7 against the Cowboys is unknown.
Joshua Holsey,WAS,CB,Foot,I-R,Holsey has been placed on the IR/Non-Football Injury list due to an injured foot and is expected to miss the first six games of the season.
Danny Johnson,WAS,CB,Forearm,questionable,Johnson fractured his forearm in the previous game and it is uncertain if he will be in the lineup against the Cowboys during Week 7.
Brandon Scherff,WAS,G,Knee,questionable,Scherff aggravated an MCL injury in his knee and it has yet to be determined if he will line up against the Cowboys in Week 7.
Jamison Crowder,WAS,WR,Ankle,doubtful,Crowder missed the last game with an ankle injury and is not expected to participate in Week 7 against the Cowboys.
Chris Thompson,WAS,RB,Ribs,questionable,"Thompson missed the last game with sore ribs and a knee injury, and it is undetermined if he will be available for Week 7 against the Cowboys."
Shawn Lauvao,WAS,G,Calf,questionable,Lauvao was held out of the past three games with a calf injury and it is unknown if he will participate in Week 7's game against the Cowboys.
Troy Apke,WAS,S,Hamstring,questionable,Apke has missed the previous four games due to a hamstring injury and it is uncertain if he will suit up for Week 7 against the Cowboys.
Derrius Guice,WAS,RB,Knee,I-R,Guice is on injured reserve with a torn ACL in his left knee.
Robert Davis,WAS,WR,Leg,I-R,Davis has been designated for injured reserve after suffering a broken leg and a torn LCL.
Manasseh Garner,WAS,TE,Knee,I-R,Garner has been placed on the injured reserve list with a torn ACL.
